"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0891","TLI0892","TLI0893","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112","TLI1115","TLI1116"
"889","east2363","?","?","False","?","True","False","False","?","?","?","False","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","?",NA,"M"
"890","east2370","?","?","?","False","True","False","False","?","False","?","False","True","?","True","True","False","?","?","FALSE","TRUE","FALSE","?",NA,"M"
"891","east2371","?","?","?","False","True","False","False","?","False","?","False","True","?","True","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"M"
"895","east2426","False","False","False","?","?","?","False","?","?","?","False","True","False","?","True","False","?","FALSE","FALSE","?","?","?","?","?"
"901","east2545","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","M"
"902","east2555","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","FALSE","FALSE","?","?","?","?","N"
"913","egab1234","?","True","?","?","?","?","False","?","?","?","False","?","?","?","?","True","?","?","FALSE","?","FALSE","TreeInBark",NA,"N"
"918","ekaa1234","False","False","False","False","True","False","False","True","False","False","False","?","False","?","False","True","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"930","embe1260","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","TreeInBark","M",NA
"931","embe1261","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","?","TreeInBark","M",NA
"932","embe1262","?","True","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","TreeInBark","M",NA
"935","enap1235","True","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?",NA,"?","FALSE","TRUE","TRUE","Neither",NA,NA
"937","ende1235","False","False","False","False","True","False","False","True","False","True","False","?","False","False","False","False","?","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,NA
"945","epen1239","?","True","False","?","?","False","?","False","False","False","?","?","False","?","False",NA,"?","FALSE","FALSE","?","FALSE","TreeInBark","M",NA
"946","eree1240","False","False","?","False","False","False","True","False","False","False","False","False","?","False","False","False","?","FALSE","FALSE","TRUE","FALSE","Neither",NA,"N"
"950","eryu1239","?","?","?","?","False","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"951","erzy1239","False","False","False","False","False","False","True","False","False","False","False","?","False","True","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither","M","?"
"953","esee1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?","?","?"
"954","esha1238","False","False","False","True","True","?","?","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","?","FALSE","?",NA,"N"
"957","esse1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"N"
"968","fada1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"N"
"970","fait1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"972","fali1285","False","False","?","?","?","False","?","True","False","False","False","False","?","?","False","True","False","?","?","FALSE","?","Neither","?","?"
"976","farn1234","True","False","?","True","True","?","True","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"979","fasu1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","N"
"984","femb1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"N"
"989","folo1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"990","fonn1241","False","True","False","?","?","?","False","?","?","?","False","False","False","?","False","False","?","FALSE","FALSE","?","?","?","?","?"
"993","fore1265","True","False","?","True","False","False","True","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","TreeInBark","M",NA
"1006","fuyu1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","?","?","?","?","?","?","N","N"
"1013","gaan1243","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","False","?","?","?","FALSE","FALSE","Neither","?","?"
"1023","gaik1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"M"
"1027","gali1262","False","False","False","False","False","True","False","False","False","False","True","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","BarkAndSkin",NA,NA
"1028","gall1278","True","False","?","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1031","gami1243","?","False","False","?","False","False","?","?","False","?","?","?","?","?","True","False",NA,"?","?","?","FALSE","?",NA,NA
"1037","gang1267","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE","?","?","?","?","?"
"1039","gang1270","True","False","False","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?","N","M"
"1042","gara1269","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?",NA,"N"
"1045","garu1246","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1049","gaww1239","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither",NA,NA
"1052","gbar1246","True","False","False","?","?","?","True","?","?","?","False","True","False","?","False","True","?","FALSE","FALSE","?","?","?","?","?"
"1057","gdon1234","?","False","False","False","False","False","?","False","False","False","False","False","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"1061","geji1246","False","False","?","?","?","?","?","False","False","False","False","True","?","?","False","False","?","?","?","FALSE","FALSE","Neither","?","?"
"1065","gepo1234","True","False","False","False","True","?","?","False","False","True","False","?","?","True","False","False","?","FALSE","FALSE","?","FALSE","?",NA,"N"
"1066","gera1246","True","False","?","?","?","?","?","False","False","True","False","True","?","?","True","False","?","?","?","?","?","Neither","?","?"
"1076","ghul1238","False","False","?","?","True","False","?","True","False","True","False","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,NA
"1082","gily1242","True","False","False","False","False","?","True","False","False","False","False","?","False","False","?","?","False","TRUE","FALSE","?","?","Neither","N","T"
"1085","gira1247","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1088","gitx1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","M"
"1089","glav1244","False","False","?","?","?","False","?","False","False","False","False","False","?","?","False","False","True","?","?","?","FALSE","Neither","?","?"
"1090","goba1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","?",NA,"N"
"1092","goem1240","False","False","?","?","?","False","?","True","False","False","False","True","?","?","False","False","?","?","?","TRUE","FALSE","Neither","?","?"
"1102","gras1249","False","False","?","?","True","False","?","False","False","False","?","?","False","?","?","?","?","?","FALSE","?","FALSE","BarkAndSkin",NA,NA
"1106","guah1255","?","?","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?",NA,NA
"1107","guaj1255","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","FALSE","FALSE","?","?","?","?","N"
"1109","guam1248","?","False","False","?","False","False","False","True","True","True","?","?","False","?","False","False","False","FALSE","FALSE","TRUE","FALSE","BarkAndSkin","N","N"
"1111","guan1268","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1112","guan1269","?","False","False","?","False","False","False","True","False","False","?","?","False","?","True",NA,"?","FALSE","FALSE","?","FALSE","TreeInBark",NA,"?"
"1117","guat1253","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1118","guay1257","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"1121","gudu1250","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","True","?","?","?","FALSE","FALSE","Neither","?","?"
"1122","gudu1252","False","False","?","?","?","True","?","?","False","?","False","False","?","?","False","False","?","?","?","?","FALSE","Neither","?","?"
"1126","guga1239","?","False","False","?","?","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,NA
"1129","gugu1255","?","False","False","?","False","?","?","?","False","?","?","?","?","?","False","False",NA,"FALSE","FALSE","?","FALSE","?",NA,NA
"1130","guhu1244","False","False","?","?","False","False","?","False","False","True","True","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,"N"
"1146","guma1253","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1148","guma1255","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,NA
"1158","gupa1247","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1161","gurd1238","?","False","False","?","False","True","False","?","False","?","?","?","?","?","False","True","False","?","?","?","?","?",NA,NA
"1169","guya1249","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","False","?","?","?","?","FALSE","?",NA,"?"
"1175","hadz1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"T"
"1178","haid1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1188","halk1245","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,"T"
"1196","hani1248","?","?","?","?","?","?","?","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"1201","haru1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","?","?","?"
"1206","hawa1245","False","False","False","True","False","False","True","False","True","False","False","?","False","True","False","True","False","TRUE","TRUE","FALSE","FALSE","BarkAndSkin",NA,NA
"1211","hebr1245","False","True","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,NA
"1218","heqi1238","?","?","?","?","False","?","?","?","False","?","False","?","?","?","False","True","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"1221","high1242","?","False","?","?","False","False","?","False","True","False","False","?","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither",NA,"M"
"1222","high1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1223","high1276","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?",NA,"M"
"1228","hiri1237","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1232","hlep1236","False","True","False","False","?","?","False","False","?","False","False","?","False","False","False","False","?","TRUE","?","FALSE","FALSE","Neither",NA,"N"
"1235","hmon1333","False","False","?","?","?","True","?","False","False","False","False","?","False","?","?","?","?","FALSE","FALSE","?","?","?",NA,"?"
"1242","honi1244","False","False","False","False","True","False","?","False","False","False","False","?","?","False","False","False","?","TRUE","FALSE","FALSE","FALSE","?",NA,"N"
"1249","hrus1242","?","False","False","?","?","?","?","?","False","?","True","?","?","?","?","?","?","?","FALSE","?","FALSE","?","N",NA
"1250","huaa1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","TRUE","FALSE","?","?","?","N",NA
"1252","huam1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1254","huar1255","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","TRUE","FALSE","?","N","M"
"1255","huas1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?","?","?"
"1259","huba1236","False","False","?","?","?","False","?","False","False","False","False","False","?","?","False","False","False","?","?","FALSE","FALSE","Neither","?","?"
"1262","huil1243","False","True","False","False","True","?","?","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","?","FALSE","?",NA,"N"
"1265","humb1243","?","False","False","?","?","?","True","?","?","?","False","?","?","?","True","False","?","?","FALSE","?","FALSE","?","?","?"
"1266","hume1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1269","hung1274","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","Neither","M","T"
"1272","hunz1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1274","hupd1244","?","False","?","?","?","False","?","False","False","False","?","?","False","?","?",NA,"?","FALSE","FALSE","?","FALSE","?",NA,NA
"1277","hwan1240","False","False","?","?","?","False","?","False","False","False","False","True","?","?","True","True","?","?","?","TRUE","FALSE","Neither","?","?"
"1278","hyaa1239","True","True","?","?","?","False","?","True","False","False","False","False","?","?","True","True","?","?","?","?","?","Neither","?","?"
"1282","iatm1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?"
"1283","iauu1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","M","T"
"1288","icel1247","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","True","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1311","inar1241","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1314","ines1240","?","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither","N","M"
"1315","inga1252","?","False","False","?","True","False","False","True","False","True","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither","?",NA
"1326","iris1253","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","False","FALSE","FALSE","FALSE","FALSE","BarkAndSkin","M","T"
"1330","iseb1246","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,NA
"1340","ital1282","True","False","False","False","False","True","False","False","False","False","False","?","False","False","?","?","True","FALSE","FALSE","FALSE","FALSE","Neither","?","T"
"1342","itip1234","False","False","?","?","False","?","False","?","?","?","False","?","?","?","False","False","?","FALSE","FALSE","?","?","Neither","?","?"
"1345","iumi1238","?","?","?","False","True","False","False","?","False","?","False","False","?","False","False","False","False","?","FALSE","FALSE","FALSE","?",NA,"M"
"1358","izon1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?"
"1361","jama1261","False","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","BarkAndSkin",NA,"T"
"1364","jams1239","?","False","False","?","?","?","True","?","?","?","False","?","?","?","False","False","False","?","FALSE","?","FALSE","Neither","?","?"
"1368","jaqa1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","?","M"
"1372","jaru1254","?","False","False","?","False","False","True","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1380","jeju1234","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","N"
"1387","jeri1243","?","True","False","?","True","?","?","?","?","?","False","?","?","?","False","False","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1390","jian1239","?","?","?","?","False","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"1393","jili1241","True","False","False","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"1395","jing1260","True","False","False","True","False","False","True","False","False","False","?","?","False","False","?","?","?","FALSE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1397","jion1236","?","?","?","False","True","False","False","?","False","?","False","False","?","True","True","False","?","?","FALSE","FALSE","FALSE","?",NA,"M"
"1407","juho1239","False","False","?","?","False","True","?","True","False","False","False","?","False","?","?","?","False","FALSE","FALSE","TRUE","FALSE","Neither","M",NA
"1424","kaci1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?"
"1426","kaer1234","?","True","?","False","?","False","?","True","True","False","False","?","?","False","False","False","?","?","?","?","FALSE","TreeInBark","?","?"
"1436","kain1272","False","False","?","?","False","False","?","True","False","True","?","?","False","?","?",NA,"False","FALSE","FALSE","TRUE","FALSE","BarkAndSkin",NA,NA
"1446","kala1376","?","False","False","?","?","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","?","FALSE","?",NA,"N"
"1447","kala1377","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","False","False","?","?","?","FALSE","?",NA,"N"
"1458","kalk1246","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","True",NA,"?","?","?","FALSE","?",NA,"N"
"1459","kalm1243","False","False","False","False","False","False","False","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","TRUE","FALSE","Neither",NA,NA
"1462","kama1365","?","False","?","False","True","False","?","True","False","False","False","?","?","False","?","False","False","?","?","TRUE","FALSE","Neither","?","?"
"1463","kama1367","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"N"
"1474","kamw1239","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","True","False","?","?","?","FALSE","Neither","?","?"
"1477","kana1293","False","False","?","?","False","?","False","?","?","?","False","?","?","?","False","False","?","FALSE","FALSE","?","?","Neither","?","?"
"1479","kane1243","False","False","False","?","?","?","False","?","?","?","False","True","False","?","True","False","?","TRUE","FALSE","?","?","?","?","?"
"1486","kano1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"M"
"1491","kaqc1270","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","?","?","?"
"1492","kara1289","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?"
"1494","kara1464","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","M","T"
"1495","kara1467","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","M","T"
"1497","kara1476","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?","?","?"
"1502","kara1499","True","False","False","False","False","False","True","True","False","False","False","?","False","True","?","?","?","TRUE","FALSE","TRUE","FALSE","TreeInBark",NA,NA
"1503","kara1500","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"False","FALSE","TRUE","TRUE","FALSE","?",NA,NA
"1505","kare1335","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1507","kare1341","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1508","kare1348","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","False","?","?","?","TRUE","FALSE","Neither","?","?"
"1511","kari1304","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,NA
"1515","karo1304","False","False","?","?","False","False","?","False","False","False","False","?","True","?","?","?","False","FALSE","TRUE","TRUE","FALSE","BarkAndSkin","N","M"
"1517","kart1247","?","?","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1523","kasu1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","N","N"
"1525","katc1249","False","False","?","?","False","False","?","True","False","False","True","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"1532","kats1235","True","False","False","False","True","False","?","True","False","False","False","?","?","False","True","True","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"1535","kaur1267","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","TRUE","?","FALSE","?",NA,"N"
"1536","kaur1271","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1546","kaza1248","False","False","False","False","False","False","False","False","False","False","False","?","False","False","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither","M","?"
"1549","kehu1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?"
"1552","kein1239","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1553","kekc1242","?","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"1559","kelo1247","?","True","?","?","False","False","?","False","False","False","False","?","?","?","False","?","?","?","?","TRUE","FALSE","Neither","?","?"
"1561","kemt1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"1576","khak1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","False","TRUE","FALSE","?","?","?","M","T"
"1580","khan1273","False","False","False","True","False","False","True","False","False","False","False","?","?","True","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither","?","N"
"1588","khoi1252","?","True","False","?","True","?","?","?","?","?","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1589","khoi1253","?","True","False","?","True","?","?","?","?","?","False","?","?","?","False","False","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1590","khon1248","False","True","False","True","False","False","False","False","False","False","?","?","False","True","False","False","?","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1594","khum1248","?","True","?","?","False","False","True","?","False","?","False","?","?","?","False","False","?","?","?","?","FALSE","Neither",NA,"N"
"1601","kild1236","False","False","False","False","?","False","?","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1606","kimm1245","?","?","?","?","?","False","?","?","False","?","?","?","?","?","?","False","?","?","FALSE","?","FALSE","?",NA,"M"
"1612","kirg1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","FALSE","FALSE","?","?","?","M","T"
"1616","kiry1234","False","False","?","?","?","False","?","False","False","False","False","False","?","?","False","True","?","?","?","FALSE","FALSE","Neither","?","?"
"1622","kitj1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?",NA,"N"
"1627","klam1254","True","False","?","?","False","False","?","?","False","?","True","?","?","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither","N",NA
"1628","klao1243","False","True","False","?","?","?","False","?","?","?","True","True","False","?","False",NA,"?","FALSE","FALSE","?","?","?","?","?"
"1631","kobo1248","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1643","kolp1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","?",NA,"N"
"1650","komi1268","False","False","False","False","False","False","True","True","False","False","False","?","False","False","True","True","?","TRUE","FALSE","FALSE","FALSE","Neither","M","?"
"1651","komi1269","False","False","False","False","False","False","False","False","False","False","False","?","False","False","False","True","?","FALSE","FALSE","FALSE","FALSE","Neither","M","?"
"1662","kony1246","True","False","False","False","False","False","True","False","False","False","?","?","False","False","False","False","?","TRUE","FALSE","?","FALSE","Neither",NA,"N"
"1663","koon1244","True","False","False","?","?","?","False","?","?","?","False","False","False","?","False","True","?","TRUE","FALSE","?","?","?","?","?"
"1666","kopa1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","M","M"
"1667","kora1294","False","False","False","False","?","?","?","?","?","?","?","?","?","False","False","False","?","TRUE","FALSE","?","FALSE","?","?","?"
"1669","kora1296","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"1670","kore1283","?","True","False","?","True","False","True","False","False","False","?","?","False","?","False","?","?","TRUE","FALSE","?","FALSE","Neither",NA,"?"
"1686","kowa1245","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"1690","koyr1240","True","False","False","?","?","?","False","?","?","?","False","False","False","?","True","False","?","FALSE","FALSE","?","?","?","?","?"
"1705","kuan1249","?","False","False","?","True","False","False","?","False","?","False","?","?","?","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"1708","kubo1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"N"
"1712","kuka1246","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1721","kumb1268","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","True",NA,"FALSE","?","?","?","?",NA,NA
"1722","kumi1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?","?","?","M"
"1723","kumy1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","TRUE","FALSE","?","?","?","M","T"
"1731","kuni1265","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"1732","kuni1267","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","N","N"
"1739","kuot1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"N"
"1750","kusu1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?",NA,"N"
"1752","kute1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1754","kuuk1238","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","False",NA,"?","?","?","?","?",NA,NA
"1758","kuyu1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1769","kwat1244","False","False","False","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"1771","kwaz1243","?","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"1776","kxoe1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?"
"1779","kyen1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1781","kyon1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N","N"
"1784","labi1245","True","False","?","?","?","?","?","False","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"1799","lakk1252","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","False","False","FALSE","FALSE","FALSE","FALSE","Neither","N",NA
"1802","lako1247","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","TreeInBark","M","N"
"1809","lame1257","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","False","?","?","?","FALSE","FALSE","Neither","?","?"
"1812","lamm1241","?","False","?","False","False","False","?","False","False","False","True","True","?","False","False","False","?","?","?","TRUE","FALSE","TreeInBark","?","?"
